"name","author","create_time","introduction","play_count","collect_count","share_count","comment_count","topics","fans","playlists","name_古风","name_BGM","name_经典","name_爵士","name_世界","name_精选","name_节奏","name_女声","name_欧美","name_粤语","name_民谣","name_东方","name_amp","name_中国","name_那些"
"「 幻 」? ⑤","loving木",1467072000,"<b>介绍：</b>欢迎乘坐本次航班 ? 祝您旅途愉快<br>????????????????<br><br>",194706,4317,77,46,"[""欧美"",""电子"",""另类/独立""]",4165,9,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否"
"「 怦然初夏，邂逅一场清凉 」","July-C_",1487116800,"<b>介绍：</b>春天，<br>将要挥手作别，离我们而去。<br>夏天，<br>她已静悄悄地，携清风来临。<br><br>夏天，给我们，<br>不只有闷热干燥的刻板印象，<br>也有很多美好等待我们分享。<br>栀子花开的季节，鸟语蝉鸣。<br>群星璀璨的夏夜，萤火点点。<br><br>走吧，<br>找个时间，<br>带上你的相机，<br>与你心仪的她（他），<br>记录美好，跟将到来的夏天撞个满怀。<br><br>早晨的芬芳馥郁花园，<br>午后的宁静丛林山涧，<br>傍晚的携手漫步海边。<br>怦然初夏，邂逅一场清凉。<br>",1927220,34038,452,234,"[""欧美"",""流行"",""清新""]",2282,25,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否"
"「 使命召唤OL 」O.S.T 全收录","TIGERK1N",1435190400,"<b>介绍：</b>《使命召唤Online》（英语：Call of Duty Online，简称CODOL）是一款由美国动视（分公司上海部）RAVEN工作室开发、中国大陆腾讯公司独家代理的第一人称射击网络游戏，于2012年7月3日正式公布<br>",41120,1408,10,134,"[""电子"",""兴奋"",""游戏""]",157,18,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否"
"「 陷 进 了 T R A P 」","G4LIFE-AK",1429056000,"<b>介绍：</b>I WANNA WEED<br>I NEED ANOTHER GREEN LOOKIN #<br>",166397,5014,47,54,"[""欧美"",""电子"",""流行""]",1747,34,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否"
"「3D环绕立体音」电音环绕vsACG双声道","爱纯音的栗山未来",1492905600,"<b>介绍：</b>戴上耳机听才有效果呢，请你听，请你晕?_?<br><br>第一首shelter是我最喜欢的歌…推荐MV<br><br>????????????????????????<br><br>本歌单分为三部分:<br><br>①.3D环绕 17~65<br><br>②.双声道 66~155<br><br>③.立体音 1~16 &amp; 156~294<br><br>耳机福利 自行取用<br><br>????????????????????????<br><br>(封面是shelter女主凛 P站id:4456575 高清原图在动态里)<br><br>谢谢收藏和关注！<br><br>持续更新，喜欢可以资词一下<br>",881267,25134,170,143,"[""ACG"",""电子"",""轻音乐""]",1133,53,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否"
"「爱指弹！」吉他论坛精选合集","-Abyss",1407369600,"<b>介绍：</b>指弹社区-「爱指弹!Love FingerStyle!」吉他论坛 www.fingerstyle.cc<br>",282180,7399,136,83,"[""吉他"",""影视原声"",""轻音乐""]",75,145,"否","否","否","否","否","是","否","否","否","否","否","否","否","否","否"
"「不落地」如梦初醒","徐炮",1412985600,"<b>介绍：</b>歌单封面看上去好有意思。我歌单里目前最迷幻的一张，欢迎大家收听，分享。<br>",139291,3523,64,175,"[""电子""]",2011,25,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否"
"「超燃史诗 」一燃到底 全程高能","单音系",1474070400,"<b>介绍：</b>史上最燃史诗！！！<br><br>以下为个人史诗歌单：<br><br>第一期 「震撼纯音＆史诗神级BGM」:?http://music.163.com/playlist/379014204/122430727/?<br><br>第二期「超燃史诗」这震撼足以让你彻底沦陷」:?http://music.163.com/playlist/394759771/122430727/?<br><br>第三期 「钢琴史诗」这美妙与震撼足以让你彻底沦陷」:?http://music.163.com/playlist/396560343/122430727/?<br><br>第五期「震撼史诗音乐里的磅礴男声」:?http://music.163.com/playlist/484421155/122430727/?<br><br>第六期 「震撼史诗音乐里的悲壮女声」:?http://music.163.com/playlist/442344251/122430727/?<br>",3607083,96103,1064,520,"[""影视原声"",""游戏"",""电子""]",48229,42,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否"
"「超燃史诗」这震撼足以让你彻底沦陷","单音系",1464998400,"<b>介绍：</b>史诗 ＋人声吟唱 (呐喊)<br><br>从开始震撼到最后<br><br>以下为个人史诗歌单：<br><br>第一期 「震撼纯音＆史诗神级BGM」:?http://music.163.com/playlist/379014204/122430727/?<br><br>第三期 「钢琴史诗」这美妙与震撼足以让你彻底沦陷」:?http://music.163.com/playlist/396560343/122430727/?<br><br>第四期 「「超燃史诗 」一燃到底 全程高能」:?http://music.163.com/playlist/466269402/122430727/?<br><br>第五期「震撼史诗音乐里的磅礴男声」:?http://music.163.com/playlist/484421155/122430727/?<br><br>第六期 「震撼史诗音乐里的悲壮女声」:?http://music.163.com/playlist/442344251/122430727/?<br>",1394119,35056,404,257,"[""影视原声"",""游戏"",""电子""]",48229,42,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否"
"「词作精选」那些绝色古风词","-穷尽诗家笔-",1495756800,"<b>介绍：</b>歌单选曲比较主观，收录的曲风比较广，有婉约，有豪迈，有悲伤，有欢快。不喜欢过于华丽的词，能打动人心就好<br>歌单持续更新中……<br><br>缺歌：《归矣》《戏侧》《又清明》《浮云歌》《林下有琴》《花满楼》白白馒头版 《破竹》《岁岁》《春色》《杪夏》《当时清风在》《十年江别怀有意》《逆水祭·烟花烫》《傲雪清风》《一念江湖》《风月无双》《乌青毓秀》《载酒歌》《陌上花暖》《青门引》《檐前秋》《踏浩歌》《独钓寒江》《伯虎》蛙叔版 《家乡》烟花版 《流水浮灯》<br><br>封面画师：眠狼<br>",1273503,38839,257,191,"[""华语"",""古风"",""夜晚""]",18482,26,"是","否","否","否","否","是","否","否","否","否","否","否","否","否","是"
"「动漫高燃」Fate各个版本燃曲","Quanjfic",1496448000,"<b>介绍：</b>动漫 Fate系列各个剧情里的超燃BGM。其中包含《Fate/saty night》《Fate/zero》《Fate/EXTRA CCC》《Fate/Grand order》《Fate/apocryphal》《Fate/hollow ataraxia》等动漫里的背景音乐以及主题曲。（另外还有一首附加的电音！）QJC/Quanjfic.出品.<br>",42540,1065,11,11,"[""日语"",""影视原声"",""电子""]",1117,7,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否"
"「独行的路」来回往复与最后的拥抱","RoaldVelden",1493424000,"<b>介绍：</b>或许不经意，走了又停，去了又回，转过身却什么也没有，冥冥之中，总是感觉缺少点什么，没有激情，没有妄想，任由麻木，平淡的可怕，走过每一条路，骤然出现熟悉的那些景与物，杯子上残留的余温，桌子上腐朽的信件，书籍上厚重的尘埃，烛台上枯竭的灯盏，窗户上污浊的玻璃，地面上凌乱的衣物，屋顶上盘旋的蛛网，小屋也已年久失修，密林中久违的花香，打听着过往的故事/<br>-<br>不甘接受潸然泪下的事实，不愿承认转身离开的背影，不想知道千奇百怪的后果，不会再有温馨甜美的笑容，不能再度失而复得的心情，不去尝试新鲜事物的乐趣，不再相信耐人寻味的感知，不悔青春轻狂冲动的欲望/<br>-<br>或许你只存在于我的梦境里，或许你透过人群里瞥见我，或许你一直在我身后凝视，或许你就坐在车厢的后座，或许我刚好来了你却走了，或许我们本不相识，可我，在寻找你，想再次拥抱你/<br>",320525,2840,25,16,"[""欧美"",""电子"",""另类/独立""]",8197,28,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否"
"「飛越珠穆朗瑪峰」","中極殿大學士",1480982400,"<b>介绍：</b>寂寞男孩兒夜間飛行 嗖嗖 後搖 | 古典 | 新古典<br>",27084,405,14,55,"[""后摇"",""爵士"",""古典""]",13260,18,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否"
"「馥郁女嗓」独特韵味唱响人间百态","JonathanHyden",1470787200,"<b>介绍：</b>我听过很多人的赞美<br>也听过很多人的呵斥<br>我看见很多人向我走来<br>也看见很多人弃我而去<br>眼睁睁看着亲密的人走远<br>亲耳听到自己在别人耳中是个怎样的人<br>我收获过许多失去过许多<br>得到过许多也放弃过许多<br>有过梦魇有过心愿有过突兀的孤独<br>终究会发现<br>每个人活的最漂亮的时候<br>都是一个人<br>",161123,2308,73,31,"[""欧美"",""另类/独立"",""清新""]",23200,41,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否"
"「高考季」2017一起听歌记单词吧","-Huberto-",1494633600,"<b>介绍：</b>A-Z按全国卷单词总汇排序<br>",4859683,143024,1790,3424,"[""欧美"",""流行"",""学习""]",4299,42,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否"
"「攻声集」群攻并起逐天下","-穷尽诗家笔-",1494374400,"<b>介绍：</b>收录我心目中的总攻大大_(:з」∠)_<br><br>封面画师：伊吹五月<br>",470016,19578,199,163,"[""华语"",""古风"",""网络歌曲""]",18482,26,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否"
"「古风·纯音」露洒长松六月凉","-穷尽诗家笔-",1494115200,"<b>介绍：</b>如果你从一片茂密的松树林走过，即使是六月，即使是晌午，也不会感觉到炎热，连风都是幽幽凉凉的穿袭而过<br><br>封面画师：伊吹五月<br>",123869,4628,228,49,"[""轻音乐"",""古风"",""器乐""]",18482,26,"是","否","否","否","否","否","否","否","否","否","否","否","否","否","否"
"「古风」人间有味是清欢 未妨惆怅是清狂","mayuko然",1495497600,"<b>介绍：</b>细雨斜风作晓寒<br>淡烟疏柳媚晴滩<br>入淮清洛渐漫漫<br><br>雪沫乳花浮午盏<br>蓼茸蒿笋试春盘<br>人间有味是清欢<br><br>重帏深下莫愁堂<br>卧后清宵细细长<br>神女生涯原是梦<br>小姑居处本无郎<br>风波不信菱枝弱<br>月露谁教桂叶香<br>直道相思了无益<br>未妨惆怅是清狂<br><br>封面画师：微博ID眠狼<br>",2308648,59527,640,204,"[""华语"",""古风"",""夜晚""]",77326,37,"是","否","否","否","否","否","否","否","否","否","否","否","否","否","否"
"「古风」私藏曲合集","近未来尽未来",1427414400,"<b>介绍：</b>每一首都听过很多次。可惜Days乐团的几首歌的好听的翻唱云音乐没收录。<br>",317164,18078,36,58,"[""古风"",""华语"",""翻唱""]",10951,95,"是","否","否","否","否","否","否","否","否","否","否","否","否","否","否"
"「古风」听歌解暑，慵懒度夏","-穷尽诗家笔-",1493942400,"<b>介绍：</b>清歌一曲，消了一场炎热<br><br>_(:з」∠)_夏天就应该听着音乐，吃着西瓜，哪里凉快哪里呆去(′▽｀)ノ?<br><br>一一一一一一一一一一一<br>记忆里最漫长的就是夏天<br>在夏日的树荫下，度过了许多欢快的时光<br>请不要一味苛责它的炎热<br>耐得酷暑，方才更能体会一丝清凉的可贵<br><br>封面画师：伊吹五月<br><br>缺歌：《杪夏》《路逢松下翁》《清风解语》<br>",1142673,37870,439,278,"[""华语"",""古风"",""放松""]",18482,26,"是","否","否","否","否","否","否","否","否","否","否","否","否","否","否"
"「古风」一句话戳心的剧情歌","鱼板烧好机智",1492387200,"<b>介绍：</b>虐就一个字…<br>",188944,9603,42,44,"[""华语"",""古风""]",5675,15,"是","否","否","否","否","否","否","否","否","否","否","否","否","否","否"
"「古风恋曲」三千世界鸦杀尽。","此生只愿醉太白",1481932800,"<b>介绍：</b>三千世界鸦杀尽，<br>与君共寝到天明。<br>九尺二间掌灯过，<br>唇红犹附火吹竹。<br><br>出自高杉晋作都都逸·三千贺歌。<br>“三千世界鸦杀尽”，其意大致为：古时常认为太阳就是金鸦，此种说法自李唐而盛，始处已不可考。其表面意思就是要将世界上的太阳统统除去。那么没有太阳就不会天亮。故可以“与君共寝到天明”。直至永远。<br>而其深意为：古时有符咒曰“牛玉宝音”，最初用于恋人之间互作宣誓，后来在熊野神社中，才有了“若有违信，待鸦之三羽落尽之际，则是违信之人吐血身亡之时”的寓意。也就是说，是『我从你绝对不会背叛吧』的决心展示。<br>“你绝对不会背叛我吧？背叛我要被三千鸦羽啄眼而亡哦~” 略有点小诡异呢【笑】<br>独有的祭礼的风情。<br><br>1.卷珠帘——“静画红妆等谁归”<br>记得来时春未暮，执手攀花，袖染花梢露。<br>暗卜春心共花语，争寻双朵争先去。<br>多情因甚相辜负，轻拆轻离，欲向谁分诉。<br>泪湿海棠花枝处，东君空把奴分付。<br><br>2.琴师—— “月光常常常常到故里 ”<br>君恩无常，翻手为云覆手为雨，宫闱往事皆如浮生一梦，醒来时除却手头这把桐木琴，空荡如许。卧病时再没有谁会喂我一勺热粥，下雨时再没有谁会冒冒失失闯进我的房间，然而岁月依旧如流光无声淌过。<br><br>3.不见长安——“湿了繁华沧桑”<br>你是否听过那个“日近长安远”的故事 太阳和长安 哪一个离我们更远 是太阳。和我们隔着1.471亿千米 可是我每天都能看到太阳 却看不到长安 举目见日 不见长安 我每天睁开眼就能看见阳光 却不知你醒来的模样 。<br><br>4.牵丝戏——“你一牵我舞如飞”<br>余少能视鬼，尝遇一偃师…述其生之悲，且言且泣，余温言释之，恳其奏盘铃乐，作牵丝傀儡戏，演剧于三尺红绵之上，度曲咿嘤，木偶顾盼神飞，虽妆绘悲容而婉媚绝伦。曲终，翁抱持木偶，稍作欢容，俄顷恨怒，曰：平生落魄，皆傀儡误之，天寒，冬衣难置，一贫至此，不如焚。遂忿然投偶入火。吾止而未及，跌足叹惋。忽见火中木偶婉转而起，肃拜揖别，姿若生人，绘面泪痕宛然，一笑迸散，没于篝焰。 火至天明方熄。 翁顿悟，掩面嚎啕，曰：暖矣，孤矣<br><br>5.唐三彩——“ 霓裳羽衣舞曼柔”<br>“古来盛世唯李唐而。”<br>唐三彩，乃唐代三彩釉陶器珍品，盛行于唐，因其色三彩，故称之唐三彩。<br>“呐，给你，唐三彩”<br>“真的吗？”小女孩大大的笑容，漫过了半壁江山，酿成了一整个盛唐。<br><br>篇幅所限，每首歌都有个细细品味的小故事。它们，也许就是你心中爱情的故事<br>",2153085,57414,289,307,"[""华语"",""古风"",""思念""]",19426,26,"是","否","否","否","是","否","否","否","否","否","否","否","否","否","否"
